"","plot","period","effort","year","month","y_count","y_occ","newmoonnumber","ym","precip","airtemp","precip_lag1","precip_lag2","ndvi","season"
"4567",10,192,49,1994,2,0,0,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4568",11,192,49,1994,2,1,1,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4569",12,192,49,1994,2,3,1,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4570",13,192,49,1994,2,1,1,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4571",14,192,49,1994,2,4,1,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4572",15,192,49,1994,2,0,0,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4573",16,192,49,1994,2,1,1,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4574",17,192,49,1994,2,7,1,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4575",18,192,49,1994,2,0,0,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4576",19,192,49,1994,2,0,0,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4577",20,192,49,1994,2,0,0,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4578",21,192,49,1994,2,0,0,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4579",22,192,49,1994,2,1,1,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4580",23,192,49,1994,2,0,0,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4581",24,192,49,1994,2,0,0,206,1994-02-01,13.97,9.14071279761905,3.302,13.208,0.2115,"winter"
"4582",1,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4583",2,193,49,1994,3,3,1,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4584",3,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4585",4,193,49,1994,3,4,1,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4586",5,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4587",6,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4588",7,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4589",8,193,49,1994,3,1,1,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4590",9,193,49,1994,3,1,1,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4591",10,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4592",11,193,49,1994,3,7,1,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4593",12,193,49,1994,3,3,1,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4594",13,193,49,1994,3,1,1,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4595",14,193,49,1994,3,3,1,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4596",15,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4597",16,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4598",17,193,49,1994,3,3,1,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4599",18,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4600",19,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4601",20,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4602",21,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4603",22,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4604",23,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4605",24,193,49,1994,3,0,0,207,1994-03-01,14.986,13.4650403225806,13.97,3.302,0.2505,"spring"
"4606",1,194,49,1994,4,4,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4607",2,194,49,1994,4,2,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4608",3,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4609",4,194,49,1994,4,4,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4610",5,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4611",6,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4612",7,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4613",8,194,49,1994,4,2,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4614",9,194,49,1994,4,3,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4615",10,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4616",11,194,49,1994,4,9,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4617",12,194,49,1994,4,2,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4618",13,194,49,1994,4,1,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4619",14,194,49,1994,4,3,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4620",15,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4621",16,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4622",17,194,49,1994,4,3,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4623",18,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4624",19,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4625",20,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4626",21,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4627",22,194,49,1994,4,4,1,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4628",23,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4629",24,194,49,1994,4,0,0,208,1994-04-01,3.556,17.8435305555556,14.986,13.97,0.3175,"spring"
"4630",1,195,49,1994,5,1,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4631",2,195,49,1994,5,2,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4632",3,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4633",4,195,49,1994,5,4,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4634",5,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4635",6,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4636",7,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4637",8,195,49,1994,5,1,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4638",9,195,49,1994,5,2,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4639",10,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4640",11,195,49,1994,5,4,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4641",12,195,49,1994,5,2,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4642",13,195,49,1994,5,2,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4643",14,195,49,1994,5,3,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4644",15,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4645",16,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4646",17,195,49,1994,5,3,1,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4647",18,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4648",19,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4649",20,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4650",21,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4651",22,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4652",23,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4653",24,195,49,1994,5,0,0,209,1994-05-01,3.048,22.1747446236559,3.556,14.986,0.276,"spring"
"4654",1,196,49,1994,6,1,1,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4655",2,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4656",3,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4657",4,196,49,1994,6,1,1,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4658",5,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4659",6,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4660",7,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4661",8,196,49,1994,6,2,1,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4662",9,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4663",10,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4664",11,196,49,1994,6,3,1,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4665",12,196,49,1994,6,2,1,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4666",13,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4667",14,196,49,1994,6,2,1,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4668",15,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4669",16,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4670",17,196,49,1994,6,4,1,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4671",18,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4672",19,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4673",20,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4674",21,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4675",22,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4676",23,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4677",24,196,49,1994,6,0,0,210,1994-06-01,3.556,29.574125,3.048,3.556,0.2805,"summer"
"4678",1,197,49,1994,7,2,1,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4679",2,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4680",3,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4681",4,197,49,1994,7,1,1,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4682",5,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4683",6,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4684",7,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4685",8,197,49,1994,7,2,1,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4686",9,197,49,1994,7,1,1,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4687",10,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4688",11,197,49,1994,7,2,1,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4689",12,197,49,1994,7,3,1,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4690",13,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4691",14,197,49,1994,7,2,1,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4692",15,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4693",16,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4694",17,197,49,1994,7,3,1,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4695",18,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4696",19,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4697",20,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4698",21,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4699",22,197,49,1994,7,1,1,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4700",23,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4701",24,197,49,1994,7,0,0,211,1994-07-01,18.796,28.6592607526882,3.556,3.048,0.283,"summer"
"4702",1,198,49,1994,8,2,1,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4703",2,198,49,1994,8,1,1,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4704",3,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4705",4,198,49,1994,8,1,1,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4706",5,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4707",6,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4708",7,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4709",8,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4710",9,198,49,1994,8,1,1,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4711",10,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4712",11,198,49,1994,8,2,1,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4713",12,198,49,1994,8,4,1,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4714",13,198,49,1994,8,1,1,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4715",14,198,49,1994,8,2,1,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4716",15,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4717",16,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4718",17,198,49,1994,8,3,1,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4719",18,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4720",19,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4721",20,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4722",21,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4723",22,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4724",23,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4725",24,198,49,1994,8,0,0,212,1994-08-01,32.004,27.4154838709677,18.796,3.556,0.2565,"summer"
"4726",1,199,49,1994,9,1,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4727",2,199,49,1994,9,1,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4728",3,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4729",4,199,49,1994,9,1,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4730",5,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4731",6,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4732",7,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4733",8,199,49,1994,9,1,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4734",9,199,49,1994,9,2,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4735",10,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4736",11,199,49,1994,9,2,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4737",12,199,49,1994,9,2,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4738",13,199,49,1994,9,1,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4739",14,199,49,1994,9,3,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4740",15,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4741",16,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4742",17,199,49,1994,9,3,1,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4743",18,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4744",19,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4745",20,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4746",21,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4747",22,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4748",23,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4749",24,199,49,1994,9,0,0,213,1994-09-01,26.924,24.1371944444444,32.004,18.796,0.2955,"fall"
"4750",1,200,49,1994,10,2,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4751",2,200,49,1994,10,1,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4752",3,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4753",4,200,49,1994,10,4,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4754",5,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4755",6,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4756",7,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4757",8,200,49,1994,10,3,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4758",9,200,49,1994,10,2,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4759",10,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4760",11,200,49,1994,10,2,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4761",12,200,49,1994,10,6,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4762",13,200,49,1994,10,1,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4763",14,200,49,1994,10,3,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4764",15,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4765",16,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4766",17,200,49,1994,10,4,1,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4767",18,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4768",19,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4769",20,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4770",21,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4771",22,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4772",23,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4773",24,200,49,1994,10,0,0,214,1994-10-01,13.208,17.8903575268817,26.924,32.004,0.322,"fall"
"4774",1,201,49,1994,11,4,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4775",2,201,49,1994,11,1,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4776",3,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4777",4,201,49,1994,11,2,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4778",5,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4779",6,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4780",7,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4781",8,201,49,1994,11,4,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4782",9,201,49,1994,11,3,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4783",10,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4784",11,201,49,1994,11,3,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4785",12,201,49,1994,11,3,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4786",13,201,49,1994,11,1,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4787",14,201,49,1994,11,3,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4788",15,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4789",16,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4790",17,201,49,1994,11,3,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4791",18,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4792",19,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4793",20,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4794",21,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4795",22,201,49,1994,11,1,1,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4796",23,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4797",24,201,49,1994,11,0,0,215,1994-11-01,63.754,10.4900513888889,13.208,26.924,0.333,"fall"
"4798",1,202,49,1994,12,5,1,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4799",2,202,49,1994,12,1,1,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4800",3,202,49,1994,12,0,0,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4801",4,202,49,1994,12,2,1,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4802",5,202,49,1994,12,2,1,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4803",6,202,49,1994,12,0,0,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4804",7,202,49,1994,12,0,0,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4805",8,202,49,1994,12,3,1,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4806",9,202,49,1994,12,1,1,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4807",10,202,49,1994,12,0,0,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4808",11,202,49,1994,12,2,1,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
"4809",12,202,49,1994,12,3,1,216,1994-12-01,77.47,7.73731586021505,63.754,13.208,0.2445,"winter"
